,Episode,Best score so far,Eval score,"Eval, g: [0.]: mean_agg","Eval, g: [0.]: std_agg","Eval, g: [0.]: mean_C0","Eval, g: [0.]: mean_C1","Eval, g: [0.]: std_C0","Eval, g: [0.]: std_C1","Eval, g: [0.25]: mean_agg","Eval, g: [0.25]: std_agg","Eval, g: [0.25]: mean_C0","Eval, g: [0.25]: mean_C1","Eval, g: [0.25]: std_C0","Eval, g: [0.25]: std_C1","Eval, g: [0.5]: mean_agg","Eval, g: [0.5]: std_agg","Eval, g: [0.5]: mean_C0","Eval, g: [0.5]: mean_C1","Eval, g: [0.5]: std_C0","Eval, g: [0.5]: std_C1","Eval, g: [0.75]: mean_agg","Eval, g: [0.75]: std_agg","Eval, g: [0.75]: mean_C0","Eval, g: [0.75]: mean_C1","Eval, g: [0.75]: std_C0","Eval, g: [0.75]: std_C1","Eval, g: [1.]: mean_agg","Eval, g: [1.]: std_agg","Eval, g: [1.]: mean_C0","Eval, g: [1.]: mean_C1","Eval, g: [1.]: std_C0","Eval, g: [1.]: std_C1",Loss 1,Loss 2,"Train, Cost 1","Train, Cost 2","Train, Aggregated cost"
0,50,288622.9418922411,288622.9418922411,3068.280929854688,741.3310645457061,1994382.604405547,528846506.98674357,481865.19195470895,198365771.67550394,153040.60800240675,34386.48804383779,2210706.5907274564,391273461.03407514,546374.4178428041,87933696.75422288,275939.7972973279,50074.96569083547,1994861.9015475726,356726874.5849787,450964.868850412,64698401.50664757,420961.5102817296,91459.28036297145,2046704.5055980845,364151074.07563305,434522.1209949308,79141478.0102024,590104.5129498866,131460.8413271058,2197053.3147650464,383567933.4174262,458926.6380164081,85449546.86261879,15114.853515625,634489024.0,2120453.378278839,584463951.5256447,487382.29974210577
1,100,288622.9418922411,289367.9857704087,2948.9649787053017,712.3204239866274,1916827.236158447,539351626.6775688,463008.2755913078,246054433.1958168,136879.5891245066,22306.41262881197,1946382.6353177086,350047783.81776404,448140.7177984102,56880241.67929766,286528.98976573773,60308.18163258134,2141570.8662114874,370346115.82924753,490153.72396024753,77991518.2176191,458741.2754749917,85495.838250797,2267855.3883870626,396819820.28219706,459935.29905516934,73958980.92047761,561741.1095081022,98440.12083485427,2085867.68060235,365131721.1802664,449758.02783406526,63986078.54265525,9482.171875,613143552.0,1998946.0459137151,462404604.579551,329856.08405650384
2,150,288622.9418922411,291691.99125298107,3205.161581085335,819.4279554980044,2083355.0277054673,627723702.8462331,532628.171073703,157341056.51932472,145693.3193757343,33630.10990844227,2162835.2819047985,372314124.53119475,588820.8415874626,85925300.65565316,294374.2052624739,44486.98082564887,2230601.333554909,380455865.50766116,526475.4547599786,57360684.60324181,422684.21725874685,76349.73826240283,2087966.4520064667,365630332.8069117,513984.9670982443,66031941.75570702,592503.052786865,132469.34715303488,2199721.559240477,385126984.3114622,560473.8948902444,86105075.64947265,11977.71875,793064320.0,2231047.6409409563,582504238.4605372,518684.4009606668
3,200,288622.9418922411,297477.0072085535,3375.0766535412945,781.7296136181427,2193799.824801842,378991381.77320725,508124.24885179277,81559781.06095618,152239.64967295792,27066.156703005563,2146455.2382848854,389383723.43483603,463127.02516234526,69176879.91850954,293137.15011960466,65527.97388815849,2059048.1906810177,379019246.964805,555368.1527505117,84668969.16225648,440044.14275904745,79989.8636427139,2148050.586377179,380655573.52904874,455217.3188053061,69195779.0231598,598589.0168376163,122573.70544118983,2167452.4758421415,389082860.94445056,497981.7612793651,79672908.53677337,15653.18359375,841304512.0,2076634.5577495364,523261738.21476686,281905.58194993547
4,250,288622.9418922411,419475.1321506469,3089.3317943633942,663.810262075659,2008065.6663362058,444029846.9558951,431476.6703491784,173305897.76209927,209722.6698222684,22712.623107709478,2034470.6428046136,539175529.6094841,372523.77209513244,58716049.53294636,413626.1400463982,145727.95631707727,2109168.389672723,535604813.67064494,610492.2383024704,189077387.70875922,667497.5669435153,178775.97749717793,2092297.6454955735,577800458.8025478,527776.3606935899,154785421.53827888,803439.9521466891,231392.46586065544,2110967.103214148,522235968.8953479,567454.5384612479,150405102.80942604,7551.6142578125,673560128.0,2178898.931164025,505508904.57831055,396075.7004830093
5,300,282597.5816007631,282597.5816007631,3174.817607340635,739.4513354908714,2063631.444771412,417339853.6159145,480643.36806906614,110548258.87164056,146458.36424321594,27355.54577571482,2136878.8606599644,374381110.4503816,537644.5980463348,69679671.06699422,290462.8437656154,60923.28159255519,2142098.3380854414,375459598.55721474,494371.38876656,78794063.92081165,440897.9857217548,74647.64326449351,2183326.5214181584,381383812.1183813,460189.44628117967,64562799.21290656,531993.8966658886,105141.19729283507,2022909.9968626336,345796032.8328276,427414.9473911131,68341778.24034281,8435.06640625,719000000.0,2143656.008290486,530274499.0895241,422417.0341251442
6,350,282597.5816007631,298935.62448670453,3311.5604606354955,754.8105277450911,2152514.299413072,432406775.3293642,490626.8430343092,133575496.28880107,178704.04204050565,40549.50596449189,2082890.6977282956,458381837.2121297,535513.6070250801,104381994.54185419,316157.3939966598,61143.74875174472,2012218.9123355092,408992393.28332216,530623.7754619177,79026329.0113566,444097.7193462842,116782.48520026587,2260119.1837864337,384131317.03885096,549609.0000861444,101061391.92179412,552407.4065894374,115441.38008686728,1999688.0006682838,359064814.2831344,519223.42850029224,75036897.05646372,4878.08251953125,501226336.0,2143363.424776233,529173191.0719522,472895.7889157523
7,400,282597.5816007631,288577.9287136628,3087.5363065169963,722.2692734432911,2006898.599236048,360988657.58480674,469475.02773813927,111265249.55223644,144938.4560573383,29564.826992788094,2104118.1752308947,370527631.22338676,464225.99256722163,75781354.25717826,284932.75358111935,64049.31603114797,2124800.257120464,368287779.3983346,525929.8599283067,82808905.84166756,418006.36904755235,81216.83553209415,1996285.0389495068,361606758.1615622,443831.19962793944,70260734.12761281,591924.5285757869,113490.70361151863,2141959.4010849297,384750943.57426137,475631.5957743647,73768957.34748714,6099.96337890625,717225728.0,2176970.1837693383,528975144.4847481,425425.3134439505
8,450,282597.5816007631,293485.34498787625,3094.058882472421,851.0808264398739,2011138.2736070738,447481385.74512076,553202.5371859181,161990327.4984452,148039.87256800625,33720.183722691814,2165242.465090144,378407941.281546,609556.1659182444,86003390.98658313,289051.39142003824,64332.84120167227,2120844.0273193014,373645964.8187304,541269.4275024108,83197499.88262485,443557.7694705352,112462.2498193601,2215237.9054214237,383678320.9059902,578492.1223366183,97300291.51603064,583683.6325983292,115960.98855713154,2197390.9952317807,379394361.18891394,473502.1123515664,75374642.56213552,7945.33544921875,771653696.0,2145466.972509081,562056137.6204141,449040.0765524706
9,500,282597.5816007631,323566.46991563943,2955.5061325495526,719.0396949874325,1921078.9861572091,771877994.8496087,467375.80174183124,190194810.3061295,157526.56628408743,33980.84582384608,2155807.1034444566,403101651.0282939,548164.6017324121,86892919.96712905,323619.460568708,61082.39785020485,2146430.7317921976,418558868.0075282,419164.65254808293,79043874.96852979,480074.8427138593,119042.67514340661,2160496.216361196,415344698.2798911,541538.1767638349,103015199.93774566,653655.9738789928,130629.10701060713,2106291.20668458,424876383.0213454,512770.90586346766,84908919.55689463,6894.365234375,624631616.0,1966552.3562700353,499933154.4320663,317518.7638951739
