,Episode,Best score so far,Eval score,"Eval, g: [0.]: mean_agg","Eval, g: [0.]: std_agg","Eval, g: [0.]: mean_C0","Eval, g: [0.]: mean_C1","Eval, g: [0.]: std_C0","Eval, g: [0.]: std_C1","Eval, g: [0.25]: mean_agg","Eval, g: [0.25]: std_agg","Eval, g: [0.25]: mean_C0","Eval, g: [0.25]: mean_C1","Eval, g: [0.25]: std_C0","Eval, g: [0.25]: std_C1","Eval, g: [0.5]: mean_agg","Eval, g: [0.5]: std_agg","Eval, g: [0.5]: mean_C0","Eval, g: [0.5]: mean_C1","Eval, g: [0.5]: std_C0","Eval, g: [0.5]: std_C1","Eval, g: [0.75]: mean_agg","Eval, g: [0.75]: std_agg","Eval, g: [0.75]: mean_C0","Eval, g: [0.75]: mean_C1","Eval, g: [0.75]: std_C0","Eval, g: [0.75]: std_C1","Eval, g: [1.]: mean_agg","Eval, g: [1.]: std_agg","Eval, g: [1.]: mean_C0","Eval, g: [1.]: mean_C1","Eval, g: [1.]: std_C0","Eval, g: [1.]: std_C1",Loss 1,Loss 2,"Train, Cost 1","Train, Cost 2","Train, Aggregated cost"
0,50,301982.85695741064,301982.85695741064,3151.3355404752383,543.8297229139908,2048368.1013089044,360862819.88395286,353489.3198940939,51889094.43630444,192674.30123077042,53922.66195308849,2163518.0347885066,494462629.09563756,507976.5808897532,138775597.08899152,285931.7371175418,68522.59792915838,2115591.660208619,369595666.5925957,604365.9205635923,88500636.34665583,437566.28051185736,109387.97583917528,2162408.3839118537,378503306.98230577,547834.4728025073,94638123.41449057,590590.6303864083,134456.10313470016,2210497.3351721116,383883909.75116533,592623.4811950729,87396467.03755508,17894.72265625,676108608.0,1982605.3524995223,512900256.158159,390665.00177777273
1,100,296260.283384774,296260.283384774,3231.632490681011,966.9424288703212,2100561.1189426566,392788488.3614157,628512.578765709,136954745.4103579,160068.48856456095,27542.391498413555,2359776.3310717857,409098741.27464306,476480.6556423603,70429979.74435243,301275.2928500077,56874.38823458435,2193357.6580481012,389464523.04696184,494931.79488811654,73506855.12909642,424528.9268027814,84423.30881407968,2084602.61317687,367230202.3580181,497434.41207284224,73012883.54830769,592197.0762158389,136477.19352042687,2119635.7365728216,384928099.54029536,494070.6878265849,88710175.78827746,12856.6044921875,795659392.0,2076017.150847629,531985543.16109747,406881.66447922366
2,150,287761.8719355089,287761.8719355089,3387.7120809374637,717.7944146126671,2202012.8526093513,393498067.7781838,466566.36949823354,78457147.11032137,145981.20333627673,22451.343275435178,2184086.2328308094,372998869.97582704,448878.8740888784,57368689.105925135,261918.9937398028,76962.85271749429,1906517.2209525472,338588174.64079106,584688.0855559885,99575551.14380737,449077.1377664094,110283.18807460323,2134437.7860719827,388488706.8021975,541274.2755089975,95417851.42820923,578444.3127541181,300053.51412098086,2183535.288629593,375988803.29017675,585014.9547535932,195034784.17863762,8215.60546875,579403712.0,1984260.9017139226,500397184.8050395,415644.3946305141
3,200,287761.8719355089,297320.8894208,3201.734349009182,702.988186977827,2081127.3268559687,377105574.81019956,456942.32153558766,80820670.04276307,150586.1524420627,31951.738535790377,2137657.9048795183,385111022.6347246,571146.5873470725,81464869.73627067,295662.2431071659,61121.83269399788,2162706.5797265903,382198209.4595891,544158.9629213086,78977638.90376033,449973.862128857,111656.1134884587,2217124.212074856,389238305.7743178,605783.9535452496,96585480.7211678,587180.4550769052,121670.88957657598,2115695.570985701,381667295.7999884,442581.1845824251,79086078.22477439,12320.8759765625,797267264.0,1994390.6854172335,457241405.40508515,345761.4838321497
4,250,280612.560017637,280612.560017637,3222.69510424145,770.5401168482182,2094751.8177569413,412338944.457272,500851.07595134183,61589492.11912953,153508.93225216572,27645.932370670147,2239553.6147657307,392404563.0113335,535138.2768161157,70626403.09738746,305076.54101057485,58497.19748187381,2339419.3742428934,394260083.9395045,606518.3408450426,75528095.10274921,410106.94620362885,80155.96305454099,1999089.8205130612,354759656.7696407,504471.5109751392,69312217.11322665,531147.685517574,124560.2821936013,1976886.784482055,345245995.5864231,524901.560686558,80964183.42584085,7967.47705078125,667059648.0,2162118.8057404677,505014633.9083311,350366.5440558494
5,300,280612.560017637,290827.14888926205,3284.110083615973,687.1196524846039,2134671.5543503826,366557512.8803608,446627.77411499247,69552997.16466208,152753.45727257975,36016.82354884696,2198067.7458071993,390564785.67128575,556904.6186360356,92087309.9064549,283056.2831210175,61947.34092770643,2040017.6694787086,365933150.38784397,459235.8938475916,80129686.0917029,434470.316657491,91508.84741835538,2070892.9761100456,375850643.4444557,538333.8194326707,79139843.63023964,580571.5773116059,116893.97536693045,2168009.088224477,377371525.25254387,486360.5950584642,75981083.9885048,6181.77880859375,526729696.0,1925449.0112961084,447603519.7841843,318547.39512683975
6,350,280612.560017637,285981.7810737498,3261.3652217783024,927.6746233423141,2119887.394155896,373978742.8361519,602988.5051725041,81888072.29028292,149089.92164052,29284.743576612585,2166946.9037706475,381132955.55404,513136.3634634854,74845635.09237981,283763.26146135706,67514.78832434752,2033270.4006509287,366858969.49911326,565290.7192812819,87257392.20157517,437098.951467122,72109.50826063087,2157924.1260649464,378099783.22948414,560824.4467376715,62327516.15436276,556695.4055779716,105132.89319080711,2070111.9307336276,361852013.6256815,537334.6279924747,68336380.57402459,8206.123046875,627282624.0,2258919.7624345827,526118058.5493811,389473.28138715506
7,400,280612.560017637,289695.408707772,3116.913378828736,913.998059179935,2025993.696238678,582758936.3803228,594098.7384669575,171034650.8098307,150830.41235928197,28546.172583370153,2206919.0391424033,385538315.01670593,553193.1944675387,72639803.27161963,275008.71137847647,54749.439989822604,1933774.8801868185,355577549.9118326,459919.59874832607,70748952.91715088,457094.09721507144,89725.90845560237,2260453.5926767224,395394733.055503,497189.83401496074,77608352.71117388,562426.9092072012,122554.95054407185,2114884.2113036932,365577490.9846809,556677.2468565807,79660717.85364671,5773.76220703125,697734848.0,1985150.1613934888,480302128.48994476,412280.9335434056
8,450,280612.560017637,435424.1575563455,3169.120249336745,730.5619995921801,2059928.1620688841,776058272.8137012,474865.299734917,96247231.60510229,418466.82055569196,33844.30199778881,2131397.050620421,1081619542.292938,515230.9931088196,86917049.87123162,527703.5260298764,57368.63293761449,2157260.845081261,683857322.993758,447840.04840543563,74233558.83166187,582877.0747077856,101549.19706098923,2160685.9144235696,504439902.77527297,514290.9284907274,87870224.3811071,644904.246239037,125788.65586028871,2177425.558989349,419187760.055374,455884.6398877741,81762626.30918764,6477.751953125,631193216.0,2166339.2811135496,516832500.6671517,440713.10442066105
9,500,280612.560017637,288276.77642548626,3450.1444341274973,948.1288239248601,2242593.882182873,405824640.73862565,616283.7355511587,94679968.90636598,147025.44937659928,29413.571065471006,2074984.800284997,376041213.978303,487122.2229983619,75179774.08729017,289839.5049618736,58265.0477847731,2110208.187711486,374681148.2627242,473750.331658863,75405999.24879998,416935.93277995207,71665.65218518213,2090834.8622347945,360647530.1218802,488745.25041265,61967813.635994606,584132.8505748789,95386.87491263945,2125113.9138928866,379686352.8736713,471401.5202442494,62001468.69321565,5997.73388671875,674285824.0,2111912.3421555925,598239799.938363,383051.8218431519
