,Episode,Best score so far,Eval score,"Eval, g: [0.]: mean_agg","Eval, g: [0.]: std_agg","Eval, g: [0.]: mean_C0","Eval, g: [0.]: mean_C1","Eval, g: [0.]: std_C0","Eval, g: [0.]: std_C1","Eval, g: [0.25]: mean_agg","Eval, g: [0.25]: std_agg","Eval, g: [0.25]: mean_C0","Eval, g: [0.25]: mean_C1","Eval, g: [0.25]: std_C0","Eval, g: [0.25]: std_C1","Eval, g: [0.5]: mean_agg","Eval, g: [0.5]: std_agg","Eval, g: [0.5]: mean_C0","Eval, g: [0.5]: mean_C1","Eval, g: [0.5]: std_C0","Eval, g: [0.5]: std_C1","Eval, g: [0.75]: mean_agg","Eval, g: [0.75]: std_agg","Eval, g: [0.75]: mean_C0","Eval, g: [0.75]: mean_C1","Eval, g: [0.75]: std_C0","Eval, g: [0.75]: std_C1","Eval, g: [1.]: mean_agg","Eval, g: [1.]: std_agg","Eval, g: [1.]: mean_C0","Eval, g: [1.]: mean_C1","Eval, g: [1.]: std_C0","Eval, g: [1.]: std_C1",Loss 1,Loss 2,"Train, Cost 1","Train, Cost 2","Train, Aggregated cost"
0,50,294148.14787389286,294148.14787389286,3421.9331761297854,745.024291389416,2224256.5644843606,559971426.3863807,484265.78940312046,152386016.53696918,154569.88477666726,31211.40601263281,2244003.923724961,395149688.64816,516178.3307115051,79828530.68224478,303113.4960707278,55936.98428665997,2273146.773425191,391774398.118521,519552.59632890386,72264163.65785196,421800.6155234656,58305.72264130717,2183296.0418658745,364832768.1063815,416479.02170400077,50435819.035415664,587834.8098224739,117496.56286300973,2248481.5509382957,382092626.3846081,532270.0920456296,76372765.86095634,19797.99609375,883458816.0,2130732.033167922,525898754.3381283,472892.6233372853
1,100,290300.3317646645,290300.3317646645,3427.528792224691,853.6926329928907,2227893.7149460497,414710798.6687725,554900.2114453787,99774619.12861982,160988.6044748498,36199.29385309739,2136013.3808979704,412162331.4919155,492461.010674586,93030658.40436701,293952.12231163617,62734.25213726475,2185909.154167587,379951849.85095936,549411.4696556836,81152545.7030011,451303.94239870866,98438.83469131494,2263278.277180819,390375657.3198205,500789.48084962607,85170629.40521906,541829.4608459031,91155.34179309926,2039636.9247666674,352189149.54983705,430155.7063544416,59250972.16551451,9915.78515625,707064064.0,2118689.487485725,482238617.49050736,372648.30330902315
2,150,290300.3317646645,300901.6717013563,3315.874749573565,831.714869543134,2155318.587222817,538844859.6786406,540614.6652030369,103655373.04906838,154408.48386432024,28789.6019377868,1935160.0007018421,395656578.0451271,539699.9714268813,73341361.13374645,289461.3689481337,51546.63498344461,2080511.3000296114,374219268.33254427,404194.85680271784,66692094.18414123,449601.26369148016,65625.60007208618,2150540.4432784216,388937581.7181899,281239.7182395869,56820990.92266366,607721.3672532738,114193.42601818952,2124631.655636485,395018888.714628,487602.3107154612,74225726.9118232,9249.3447265625,609998464.0,2085531.2404046291,498786344.19802445,339254.4698612307
3,200,289728.4875153995,289728.4875153995,3376.483354098299,803.4409328824819,2194714.1801638952,425853333.65786755,522236.60637361335,128644531.61443616,142890.67390015913,24551.45169645686,2133008.8456611717,365116725.6034302,500842.27929806145,62509128.32088008,282585.1421936245,72239.35669827113,2066967.6256782303,365293717.22603357,555549.4412971055,93402362.21665291,405248.95309653616,78151.25443497027,2072676.5884303236,350524867.1541879,582193.2748398657,67569223.09387656,614541.1850325795,114565.50255198345,2349423.4603019725,399451770.27117646,431012.6709413582,74467576.65878934,13728.48046875,690365568.0,2092349.6452583876,506171474.9404823,419513.9658137004
4,250,289728.4875153995,303089.5528153705,3113.27363398078,762.5510652265898,2023627.8620875068,1005530628.7650263,495658.1923972835,421101458.9675485,173333.15765732218,32150.436057830164,2055293.513839368,444500329.3675195,465822.58231549023,82455459.40305522,318715.43963655893,86955.07882289815,2101479.149501585,412228592.37802494,450595.474315238,112707112.11191638,432455.1026392373,94606.57491181025,2119117.7931329734,374088049.689628,500416.0642335206,81848789.72853628,587830.7905097533,110702.82522305007,2055933.716649331,382090013.8313397,452101.7518177152,71956836.39498255,8745.826171875,668905600.0,2045744.4654763248,482227255.5822358,391090.8606135911
5,300,289728.4875153995,295754.1457669847,3195.239927372847,740.9405713175074,2076905.9527923502,377344808.330683,481611.37135637994,79828725.36038628,160843.81345929817,28344.77688131653,2145481.8756594416,411757469.3671969,498702.3407487694,72318203.67644279,325844.07951155934,71290.75786551696,1986914.1835922387,421610389.18143463,520342.12217450707,92192220.23642984,414520.8704018634,90899.8235134385,2101005.1424346003,358551085.96747,502454.2956345072,78639824.0979927,574366.7255348297,118158.92528826978,2195887.603554781,373338371.5976392,521731.3465400283,76803301.43737538,8197.3232421875,764231360.0,2257843.2617441015,543546248.263648,385425.45772204554
6,350,281360.34895051393,281360.34895051393,3082.5306202789566,718.1530210263768,2003644.903181322,400505319.47225976,466799.4636671452,83522172.86865747,159278.82193992627,37986.20624674387,2284966.918126455,407270036.28942895,623591.2969239817,97032026.99050301,289246.1788407772,63105.33734818727,2138242.3056211006,373881790.1873893,540886.4849490748,81529968.09235463,407676.0305691604,83223.76157846957,2023016.2728832043,352644887.73564464,596292.7480964835,71941188.286346,547518.1827824266,121359.45741823412,2026680.0786054542,355886818.80857736,569787.891311575,78883647.32185218,9629.197265625,655995456.0,2032692.0703504977,470885611.2856514,349854.3660239282
7,400,281360.34895051393,285951.3348997965,3371.449671488937,815.8963768215948,2191442.286467809,524925803.5657802,530332.6449340367,206649319.84229898,140894.00652403748,22610.536910387826,1984383.7325375143,360371265.76488495,433571.95098542684,57804493.14103853,297847.44979707856,59329.11566660816,2196756.2617994724,385004928.47440267,494190.0873046732,76717749.70210642,411465.3177314796,80629.91727888786,2004673.9021601474,355935050.7332289,485539.3889801938,69731779.63900743,576178.4507748982,123404.12928178262,2110281.580106336,374515993.0036838,558027.4466729703,80212684.03315869,7234.27880859375,800749504.0,2220607.766861912,533583215.2359317,373412.56966029585
8,450,281360.34895051393,286757.2348708342,3135.3264906481054,1007.2741242688779,2037962.218921269,1141328047.9705856,654728.1807747706,322970738.2332501,140143.29134911744,30500.94968297265,2020970.6894907304,358309645.4392331,528678.7006258391,77855655.12717572,259358.7419105595,45103.62597766927,1955135.5980498788,335211228.8856775,508587.72227748705,58198842.79705693,436113.4304391762,78990.06523047853,2213475.4856816605,377227147.8853922,416505.69708796043,68342790.74756274,595035.3841646698,109466.93796290334,2214443.8449963685,386772999.7070353,477435.6640047853,71153509.67588718,6445.6982421875,674693184.0,2121747.701264549,525893712.93482417,334986.5953819871
9,500,281360.34895051393,296586.45254911005,3503.7676179948617,738.2772164463764,2277448.951696661,536115118.12699103,479880.19069014455,95613262.62906073,152036.78943420452,28609.743934053655,2134009.4045121158,388893624.3153954,449417.1337386146,73213939.93836175,283954.6684481565,64867.15030216309,2015855.9563353288,367125213.02626824,482460.4716906885,83884123.62085418,424771.44299737003,90116.76359363581,2006265.9038753335,367466495.2964288,429545.4135018513,77992058.85731213,618665.5942478246,149176.35984831827,2230250.6740854965,402132636.2610859,460456.631556749,96964633.90140685,5788.251953125,592779904.0,2055921.4337006253,552600692.8737675,350209.03024134284
10,550,281360.34895051393,347271.12095513754,2771.125283057417,657.7864298090957,1801231.4339873216,1292548401.5102835,427561.1793759122,125296485.60257849,229818.97604645914,43203.566045893014,2004264.3309609422,591516544.7279109,400057.6512358331,111624110.11536813,317692.80016228615,102560.32969809609,2166995.1879495806,410833645.02302235,552429.378856867,132896053.17584792,527826.9847583065,169909.77036106613,2249962.7156788353,456700065.88530606,527254.523077446,147105982.34853703,658245.7185255784,176908.3993276995,2216615.409200937,427859717.04162586,529742.0334928768,114990459.56300464,5391.39111328125,582675712.0,2134326.4703984247,515807348.7559604,363565.3507128579
11,600,281360.34895051393,286171.3551821681,2827.640762066045,698.2512359261216,1837966.4953429294,1297345590.305911,453863.3033519792,138000963.9626956,155178.39059433795,31231.596292766608,2298602.9138544756,396568006.8037151,487993.1650207307,79951887.9981761,282348.9153386377,57008.79602562555,2072333.3813067637,364981256.55892235,484870.25819772994,73713804.84408997,431205.52253853163,69403.73153103585,2132986.3945876546,373000457.4018649,426756.57333170116,60032791.185095444,559296.306677267,147290.900546424,2120266.3085595155,363542599.34022355,658647.1363400429,95739085.3551756,5275.470703125,818815296.0,2123614.6461058524,509312509.11597466,385829.48062770994
12,650,281360.34895051393,291164.225964554,2955.116341774799,656.8863392386321,1920825.6221536198,679344926.092612,426976.12050511077,149719832.19898894,153074.62282687475,32847.15798782622,2155715.7313456833,391526872.15583736,548004.6303695953,83880062.36437573,283193.0980919259,65982.26284022287,1998399.8228125728,366152627.69669116,536780.5723070556,85273549.06965347,459321.49693836726,76528.06689178827,2210041.5842758226,397341950.1518263,426233.61343691254,66212128.74379936,557276.7956238275,133940.34501117072,2015867.5513413234,362229917.1554879,500228.6316523184,87061224.25726095,6099.5927734375,679024192.0,2059440.6752262393,549337618.5085921,432083.3380191932
13,700,281360.34895051393,317226.7825994309,3420.8858765343966,718.2154197161551,2223575.819747358,623683463.3728653,466840.02281550056,125627584.57724588,144124.1393996572,39130.24932944524,2025455.4302256599,368646396.1484317,548988.2154802943,100268682.53277807,303020.59734907746,81663.22671470109,2011064.9629386489,391915711.5908621,434609.2067297351,105807912.21426648,487172.4872443205,107298.03128727134,2166989.181681415,421493825.8845175,450780.53625663125,92866916.61642542,648395.8031275647,154219.34466475542,2145622.2706770124,421457272.0329171,508545.4240247154,100242574.03209102,4867.75146484375,603639488.0,2082204.11607926,511480773.67757094,400755.34432332934
14,750,281360.34895051393,336403.8141607035,2844.4209837610892,740.4436881714056,1848873.6394447074,1391101550.7031887,481288.3973114134,134076529.13445967,173662.45102684837,40661.94818101024,2292298.0272441795,444645478.5880734,501547.5591566406,104579178.13689491,333838.7121833492,42438.937027702625,2110533.05782867,431879792.78052527,340726.37516343093,54889016.82757579,514462.9990833467,99293.49880062562,2178936.059065927,445141620.5192118,486010.3026502016,85912539.00808294,657210.4875262121,125698.16248130311,2119459.6691364395,427186816.89203775,509999.9012648545,81703805.61284702,5332.50439453125,535580224.0,2082287.6978696596,525296048.4132181,373140.1568128594
15,800,281360.34895051393,287155.6517085632,2986.00312025103,750.135084421427,1940902.0281631693,925859669.5646884,487587.80487392755,472169121.2340746,154261.4769337524,38287.72757589212,2236729.372758886,394369651.9094795,499715.2036748608,98284027.83682407,290582.0032813529,48985.24545437979,2144894.9100701846,375611709.35568875,384898.94680476043,63444201.003509365,422158.18393957656,76964.39432865957,2106702.2506387033,365168191.99742013,508796.9696662423,66559352.21084199,565790.5912678832,101038.34902218248,2082426.22251274,367763884.32412416,439459.8295715342,65674926.86441862,4117.0498046875,708315136.0,2041190.081855366,699867891.7359071,384391.9212898602
16,850,281360.34895051393,317221.3995838126,3232.1233899338245,817.8000196197664,2100880.2034569858,383180803.68628585,531570.0127528482,99014163.73303442,167805.85283985376,29847.212105792558,2000333.618527645,430294216.528037,411836.94867694523,76724811.59898332,323426.61256161786,56693.36087672405,2290346.698728636,418164249.6313745,438515.98804701667,73347805.89191234,483811.68235628225,89503.55919533019,2249122.6712178653,418553750.48503876,506289.66895275813,77427530.87899427,607830.7267713755,102849.12054537702,2139037.8904117555,395089972.4013941,426223.80737473577,66851928.35449505,4000.00390625,619495680.0,2155671.037004156,506717496.66571045,391341.29840857233
17,900,277427.8682579229,277427.8682579229,2920.8509957103142,670.3418786288219,1898553.147211704,827006385.8043453,435722.2211087342,315376146.0247926,103483.86121283907,159801.97604219554,1788113.0267358976,263693700.07317388,776958.877379248,413570246.31389743,273658.9316288449,57604.53741843407,1979221.2388560486,353777389.87864226,407004.86959783547,74546962.1377956,428947.0125527568,84639.03722281082,2209220.9268753924,371017670.5700973,493230.16452840576,73212710.83450699,578128.6848994632,144868.1306986739,2161684.1487297853,375783645.18465114,502475.14564009313,94164284.95413801,4405.61962890625,639646080.0,2070112.3607527635,512845505.65109473,430803.36123465665
18,950,277427.8682579229,305806.24966539704,3223.2044420088077,772.2010188709999,2095082.8873057254,405179356.3026069,501930.66226615006,100441755.30149153,163725.37593006287,57978.68536233287,2018516.7057561264,419630427.300895,678263.8350534311,148927013.78043294,313039.5194540757,60118.87623135856,2226155.40087944,404725219.889419,414435.2773567997,77803749.19875474,450975.84481191274,83943.35051259735,2153512.752153698,390127894.5862732,480460.199862783,72603498.04172145,598067.3036889251,125929.31903329313,2086811.0718684627,388743747.3978012,477455.3636052206,81854057.37164052,4273.208984375,531044352.0,2169972.984912593,648656916.1519713,391559.4511383024
19,1000,277427.8682579229,283694.75377715734,3213.7083908136656,728.0446373216167,2088910.454028883,1845632899.3117044,473229.01425905095,156045297.74726057,141770.6287169218,26698.677626913235,2088746.9662626714,362337393.76520854,488261.86865222437,68336753.94483398,287331.1203576998,48985.788994049784,2105554.2607830833,371424902.2042267,398768.5554605493,63369374.05188635,425793.3129554948,91162.19879616764,2168882.6345610423,368297910.3499085,568204.651598093,78833940.21224771,560364.9984648566,85559.52867944966,2025640.0507007004,364237249.002157,410101.7605995485,55613693.64164227,3274.73193359375,619934976.0,2030312.5331499514,688900075.3979154,467990.4334982008
20,1050,277427.8682579229,294702.5266953263,978.4728456437407,463.02706928122427,636007.3496684316,2795218237.4260874,300967.5950327958,671492139.2296547,123919.83257562619,92010.41786098499,1824007.486651577,316719542.23667336,755868.9722383891,237224215.75594673,297573.1538324081,62520.04989403901,2148573.4476200175,384696526.5345106,472821.39395102,80865856.35797535,428365.52053635765,93333.28057971133,2070288.8800618935,370560021.5048226,557738.6837336892,80717963.09427689,622675.6536865958,111617.54927389171,2314591.492373857,404739174.89628726,470468.10643409815,72551407.02802964,3408.09521484375,654032768.0,2134586.4843627615,561714812.7691972,385574.5626748332
21,1100,277427.8682579229,361452.5733044528,1727.8275476949593,534.3290422748595,1123087.9060017236,2343204072.431134,347313.8774786587,578231033.746343,477388.4997304397,129773.53265486861,2204924.914232218,1234595324.5564463,626435.890812343,338527383.4584187,301279.682094543,68791.18910018586,2148335.5541222394,389515251.1687837,474982.93013629224,89044448.54980652,428932.0027975008,80446.87243478028,2214005.638845434,371003067.2115523,436407.93943854474,69642628.58001736,597934.8543520857,110928.31538856153,2214235.6635798262,388657655.32885575,446979.52374107327,72103405.002565,4240.9658203125,568158720.0,2065382.9820210957,735584905.6777527,375978.6282734055
22,1150,277427.8682579229,348786.51058450533,1426.2522388432767,821.168615164102,927063.9552481299,2928943642.5650244,533759.5998566663,471290673.66939867,196372.21811240335,37495.01668952538,2265181.9426945443,503772221.26416504,530175.2979840654,96323677.34732367,343783.15956082713,63406.34922370835,2009617.4621416817,444908489.9669335,396143.4300749899,82128941.11509973,521158.6632481151,102231.73023514684,2121229.7331062006,450963764.9039978,516780.20113640284,88441800.42125683,681192.2597623377,136214.17489791923,2127103.9746082732,442774968.84551966,459566.10968843836,88539213.68364745,3795.67578125,546814592.0,2163384.7796266736,548537593.3492291,383903.68813051196
23,1200,277427.8682579229,296908.3560264311,2461.9356582806327,1090.8548666139993,1600258.1778824108,1800434986.0208275,709055.6632990995,524776790.93350446,152330.10089881762,34734.36180224722,2097297.2320258627,389766370.6408483,512373.36478482146,88848745.05382784,297070.59559644264,54264.86352643117,2142806.2597665163,384048968.0156088,427953.0423840371,70189088.11818987,419083.05414032744,81525.35740277858,2064127.7855212525,362517270.99310994,448812.90733330406,70533317.27006212,613596.0938382872,139241.11103210808,2304608.4846058143,398837460.9948865,544962.7104363729,90506722.17087021,3042.6201171875,646643072.0,2086601.340104846,673532630.4831172,369324.4133479096
24,1250,277427.8682579229,419729.63304215285,3160.9681321814346,984.906062401677,2054629.2859179329,1554926331.7825713,640188.94056109,397764519.3903908,257364.40813548162,104705.56143418906,1857364.0523382681,663575368.9952374,731864.0529389502,270103760.37859327,441737.29181456857,94672.15041276586,2077249.973950539,572181229.3849887,508994.07603733975,122629887.24713248,629066.8413704094,159311.85193722296,2252864.0050727194,544440307.8526639,554329.3822247204,137918533.06039393,767318.6557581235,209689.1618331389,2203295.518013171,498757126.24278045,557629.6817241993,136297955.1915403,2791.500244140625,558599808.0,2056991.3613001173,639630614.7403456,393429.6653787957
25,1300,277427.8682579229,289428.85814142675,1931.852386734422,1030.277376254988,1255704.0513773742,2096686095.0219934,669680.294565742,1244411550.8199089,119253.07405174986,72997.96724738079,1800368.0756816824,304656888.3075046,765440.0383758626,187637495.08746287,280423.66459391505,54459.39631677501,1986218.2028636874,362564545.7692259,421418.34123650036,70426094.65282927,454738.1154574749,85602.21389226685,2226938.2351947078,393364053.98474663,476957.72210798523,74049226.14329153,590797.5842172595,112120.44842191735,2171429.363273215,384018429.74121875,467125.43795023,72878291.47424628,4318.94287109375,547419200.0,2143252.0624230076,760772676.0757695,493277.6509028209
26,1350,277427.8682579229,411453.5911238069,1396.5151190664506,1291.7537574985668,907734.8273931929,2466033190.7441406,839639.9423740685,1084006396.7849514,316381.7150178814,49136.46100372811,2167415.8265423942,816090211.5668644,576453.8489003413,126278595.91529384,420665.42955585965,73156.3803947495,2008189.0886936027,544856869.3339239,430253.8431080785,94764878.46350397,596206.1555886253,120224.69886391972,2166087.4712454933,515989972.35306,567200.7863570204,104018741.5878971,722618.1403376014,117542.25012104648,2130495.949606837,469701791.2194409,549904.7782097782,76402462.57868022,3054.53515625,840268480.0,2144842.00628537,756567393.2283745,495322.7436278539
27,1400,277427.8682579229,303694.07095936703,1176.648640930017,1153.4934861433837,764821.6166045113,2526663138.77336,749770.7659931994,1324031062.8886337,165722.35359356305,31943.330769705095,2284426.8507397664,424024838.7910446,527440.1955053479,81670399.89558125,293696.0271817593,64698.72146480275,2028408.2206195688,379776427.1156675,558631.2504714119,83604594.0894057,436056.0039183289,85798.79946552555,2042141.7293283343,377234489.4861087,520454.18476276856,74223991.57763836,621819.3214622538,99309.56365707959,2151602.4581924216,404182558.95046514,418706.9181504146,64551216.37710172,2487.292236328125,624112384.0,2281102.7677454967,570924867.8696642,459248.54091791785
28,1450,277427.8682579229,287544.68367890787,883.6994066963995,404.6981568114851,574404.6143526598,2841570249.8835025,263053.80192746525,834379261.8935866,136768.57032877122,29790.706818816445,1983520.796833008,349647720.46430606,542756.0941226013,76885836.01919508,282432.13277057646,55020.09750623093,2131620.359938636,365030152.2418109,410231.93123752385,71237545.35424387,432006.9789094256,82001.25791046664,2078017.2128864853,373713375.9838735,515584.7069864107,70925165.19307588,585632.0369790696,116732.88192342261,2105729.254466462,380660824.03639513,511476.3584482674,75876373.25022472,2464.9306640625,630990784.0,2103522.4049015837,650382242.1170102,401582.06827503396
29,1500,277427.8682579229,310277.3629327583,710.6573243379054,249.03854980304703,461927.26081963826,2628411445.162856,161875.05737198057,1074129241.5219305,218612.914855403,78417.29155450461,2107904.00320445,562069866.6144346,452724.27075849246,202997925.7952085,302939.06371391553,61446.7599363164,2189982.653296091,391630800.17479414,563480.0979151849,79369673.8269301,437086.822883744,94997.38527656966,2059233.7641037607,378122168.5778769,569455.0528201245,82160950.29671624,592037.355886391,129016.77417364984,2149192.8431617944,384824281.3261542,531141.1541719787,83860903.21287243,3170.6005859375,466499648.0,2145843.8663760913,640723334.8742652,421076.685600667
30,1550,277427.8682579229,282465.5599737928,1645.629115761748,395.4126756466363,1069658.9252451365,2734560635.329,257018.23917031355,725499015.3655068,150495.247220856,31140.826497475722,2098741.9892904614,384991416.8063541,445309.29549899907,79723174.43362878,300275.204813538,63512.8155856535,2171970.0570252626,388185796.20057416,521338.04665094643,82111979.54968569,412748.04493491596,74350.4518635567,2056734.6024228132,357029394.0761196,438943.08182615554,64323154.02706008,547163.6737838925,124031.84075614608,1971466.6089269884,355656387.9595302,506424.7564720407,80620696.49149492,4379.810546875,799673600.0,2101944.5175421503,731886592.2954675,494907.8332578438
31,1600,277427.8682579229,341595.7347325635,3235.572580029121,1032.1870503413707,2103122.1770189283,551998428.6654835,670921.5827218906,220318756.0053941,174457.0125843533,44465.93782794304,2157519.558804832,447115674.04290396,575506.0595836254,114195395.67921151,338981.9904447041,71819.27677417293,2154998.0034841015,438521589.5746313,549823.2178291456,92900418.91947718,483370.3513223661,116263.39615352606,1994601.3131996954,418256104.0416508,444058.797805549,100633963.76397152,707933.7467313651,184008.56014243688,2188818.9564202284,460156935.3753874,557913.0986262553,119605564.09258395,3072.274658203125,635504000.0,2100589.4178687306,577339272.7601703,428180.55066760344
32,1650,277427.8682579229,301436.574186501,940.7396780481047,375.7713724263233,611480.790731268,3223496839.2400665,244251.39207711013,613474021.2210135,167983.47727753886,27485.828996178912,2065663.9674330438,430560049.01930195,409993.7540910061,70437753.4240311,335535.54895448114,67053.51080525682,2026214.5679448887,434169999.0728807,520911.1879850992,86709672.38728715,425645.2666843047,102379.01548691696,2109855.551294422,368189279.2759659,509672.55307042936,88595138.24443428,577077.8383381322,96635.52212979436,2132887.258267221,375100594.9197861,452732.39851921477,62813089.38436634,4450.41748046875,551670016.0,2141146.3759597293,568632486.6633343,488206.86935676873
33,1700,277427.8682579229,376969.501347822,882.7474006226922,280.0932772230226,573785.8104047499,3040774761.087421,182060.6301949647,752275693.067561,276243.3089212157,86692.90455962584,2086207.526642683,711973980.6152326,498937.8215560812,223972700.325991,388607.3856313991,207429.43420581665,1857304.1004361974,503332297.2203828,681032.1713439049,268997540.2374435,639854.9293979782,169001.4527871087,2187080.029155207,553811912.1351962,507876.7625378362,146317142.2236458,579259.1353878946,132427.9328696698,2042001.7850087662,376518438.0021316,477192.4711566346,86078156.36528537,2323.66943359375,410217088.0,2200413.3700601,557863950.8643212,431725.21056904277
34,1750,277427.8682579229,303133.32890059066,1111.1871373162255,950.335619210693,722271.6392555467,2762416046.5683074,617718.1524869507,1178443631.4975202,164898.46065739784,50045.776629686574,2177662.7729115435,422203009.39049995,592797.8831413287,128505370.69151011,298473.3344794778,78469.77745790455,2131045.897285829,385884288.9260353,571851.8957627577,101523112.33818541,438051.5393278764,104623.77949267784,2131442.822778925,378934186.47656673,489757.4346920973,90539549.412422,613132.1229008848,127148.473119084,2202172.484181535,398535879.88557523,496978.3274737706,82646507.52740456,3201.230712890625,686920768.0,2222382.2314504865,714761866.5126575,517340.24572702346
35,1800,277427.8682579229,337300.94182235864,2087.7616765925295,775.5477802131612,1357045.0897851435,2219278519.776021,504106.05713855475,539782459.7091019,173546.8516647006,34008.25808143096,2098102.530669466,444927506.73621315,597484.8166767197,86844463.37756811,346853.83930742624,55836.640380333134,2177007.078885479,448732984.0207687,477479.2972848637,72192930.04997346,507243.75735925254,92640.108742022,2132460.133504319,438900436.3335173,525087.2084494393,80136393.0758949,656772.4991038213,91902.91626338995,2074760.508016286,426902124.4174837,432704.12820186827,59736895.57120345,2745.486572265625,516759680.0,2059838.7929554016,679296282.3537455,368665.27189683943
36,1850,277427.8682579229,338048.452149366,1000.0205496901489,863.0429663345232,650013.3572985965,2567972494.2288823,560977.9281174401,1039400529.4414779,185846.5659431793,41660.694703398585,2136403.5526412367,476791860.7943424,577919.3226610688,106819882.72091283,345567.2352615337,74459.83672924558,2119385.9818393295,447118019.8581544,493882.26685353584,96378578.32013582,509277.3493439134,102885.74811613932,2169692.268213582,440650472.00865376,531731.4627591161,89018180.62536106,648551.0896485137,135233.87606239843,1948456.593228836,421558208.27153397,489490.69872788654,87902019.44055897,2881.6767578125,521354016.0,2180970.6925002756,680240948.9688103,518963.71621670254
37,1900,277427.8682579229,327236.4023365223,1030.7763989737969,652.0497045667488,670004.6593329681,2831420617.803904,423832.3079683868,1087314765.212254,167684.64870988173,33788.64632080635,2080457.3035440801,429738714.73506033,576045.183275634,86439679.47318932,336867.24182187073,59003.74207084209,2052152.5083063177,435875261.8601258,482607.5580111941,76353699.2405957,495215.4695435625,86590.99066239732,2175959.243068623,428461420.52339804,465625.1001014627,74922419.10665151,635383.8752083227,114974.90126779281,1906687.9395997652,412999518.8854098,476681.0364116783,74733685.82406536,2449.29150390625,421518976.0,2072360.0192817512,549862873.6679139,451689.3162016076
38,1950,277427.8682579229,372061.2322765776,3126.307274586439,638.904964992727,2032099.728481185,1421118649.9763696,415288.22724527254,722927690.7596972,237640.7232448188,44854.73318700745,2196545.9152430166,611276242.6907998,454250.11616160313,115645107.13591424,398368.11908041476,78221.9677672113,2104177.7010361846,515774377.10350305,453079.3699706622,101333856.12226407,578611.7651029718,127120.67044711106,2314303.86461659,500692095.13437027,587855.4263966897,110008660.76705536,642559.2466800963,131828.39727472886,1938184.5620506743,417663510.34206265,444672.70759091445,85688458.22857381,2793.377685546875,667365696.0,2098745.373873414,562292757.6244453,433787.593420388
39,2000,277427.8682579229,326964.16802333004,889.9286162914833,720.8835324842155,578453.6005894641,2626900075.55847,468574.2961147401,1204536335.77566,170435.19067637948,32201.72771822213,2096774.369040117,436841172.6514664,546038.1597220746,82308090.34973276,346765.1275556572,77691.78375419907,2110551.7023787065,448684114.11997545,554797.2516096196,100512095.18341388,476859.8172335967,84989.94307702353,2038861.7812178896,412598887.67537785,485068.55074683257,73529588.94344305,639870.7760347252,119732.50467577737,2100357.314245407,415916004.4225713,559068.3587442306,77826128.03925526,3028.532958984375,389328352.0,2167055.18212025,659025076.775399,468981.9456065111
40,2050,277427.8682579229,429502.1524951446,1050.5499988685906,802.1841104266382,682857.4992645838,2481740912.115694,521419.671777315,1375743797.5449193,278381.7686057812,36016.48067662773,1955332.536040761,717926600.7669086,494325.3746023357,92701374.43225227,436991.73730525025,57747.57376862519,2119034.735874842,565970223.7609504,571414.9636360658,74635422.21232434,641076.333589112,88026.68472718395,2256198.1818879396,554847423.0499343,381232.3830193471,76219231.27857365,790010.372976711,122097.56804133592,2096056.9962232278,513506742.4348622,465717.65371899266,79363419.22686838,2279.35791015625,497329728.0,2212831.374839707,650081614.9416984,425605.8744737589
